,view_count,likes,dislikes,comment_count
10841,2450708,166905,1990,6610
10852,1514633,148127,894,8841
10867,5258764,240359,3610,12140
10889,3596112,187205,8524,0
10909,1954917,85194,1165,9952
10911,4008825,75756,3097,3385
10916,6536201,325750,4783,38576
10925,2734873,111168,2372,5957
10930,2934966,124372,3938,9513
10953,6178362,123366,1626,8550
10956,1100638,72381,2217,7590
10971,635915,12333,17384,7828
10972,8533687,353961,5157,41165
10988,10053386,193017,8140,14423
10989,2173734,73982,4666,9702
10992,2388766,316422,1413,35632
10999,543617,14183,1019,1752
11007,10687817,572274,9046,37242
11015,293288,39422,326,2799
11028,616115,28191,6086,6474
11037,2281349,197919,4116,6957
11044,6743906,486123,4255,16814
11049,1729335,92129,926,11701
11072,3215354,196675,3873,14579
11077,3568394,213384,2689,7985
11078,500922,61045,207,3382
11081,4172330,308469,1940,32800
11093,1648686,153919,942,9135
11110,5884866,248028,3833,12430
11135,3621869,188363,8557,0
11155,2068764,87069,1215,10242
11157,7061116,337111,5033,39499
11164,3137285,123127,2716,6505
11171,4819505,85485,3617,3756
11175,3108427,126590,3997,9661
11224,442010,22366,438,2694
11230,12032471,605526,9387,38401
11237,3417092,211721,2856,17965
11256,797885,31195,6922,7289
11263,2470174,207335,4320,7338
11268,6869737,487428,4326,17284
11273,1792089,174458,1005,12080
11278,1943872,98504,1004,12345
11279,3048081,139317,3755,21093
11297,3429416,204163,3998,15086
11301,4355788,243185,3112,8847
11302,562654,66152,221,3628
11311,4440453,317406,2064,33680
11323,1748502,158236,970,9376
11341,6457046,254443,3928,12603
11362,3654740,189781,8599,0
11379,2117526,87859,1249,10420
11381,7446625,343954,5152,39973
11391,3440561,133028,2998,6921
11410,1496190,72863,1564,3945
11413,5115061,329106,8786,33720
11444,205199,13331,303,2504
11445,12786652,621802,9727,39102
11449,4130176,231494,3258,19522
11452,137326,6938,205,2366
11460,653510,52102,375,4349
11466,510814,54794,556,3748
11484,867980,32525,7215,7636
11485,349344,60335,334,8885
11493,2556380,211810,4432,7542
11499,6941604,489137,4370,17622
11500,200472,12393,129,2272
11501,2049706,183358,1135,12563
11511,2065493,102185,1070,12703
11514,3143242,142054,3839,21874
11530,3562307,208590,4121,15435
11532,4925894,265261,3419,9495
11536,596765,68710,245,3744
11542,4592566,323122,2134,34208
11551,1822850,161278,994,9565
11570,7110874,259727,4019,12733
11602,10500277,616835,8736,20600
11603,5388066,158590,6048,8389
11620,6386844,473394,4686,36358
11621,848471,76343,674,5933
11633,1765327,78262,1782,4288
11640,6465775,365190,10472,37291
11658,279410,15351,374,2891
11659,549936,24089,517,2832
11666,13559036,639002,10035,39558
11671,179123,4474,166,1707
11674,4414374,238619,3370,19881
11683,735634,55144,395,4446
11684,150519,7145,219,2390
11690,542720,57142,586,3929
11705,910294,33160,7402,7872
11714,406324,66559,369,9403
11717,2619235,214741,4522,7714
11718,2169857,187544,1194,12811
11724,207823,12577,134,2328
11725,6997706,490342,4393,17882
11727,3213608,143935,3895,22380
11733,2145497,104481,1113,12923
11751,3666622,212203,4212,15717
11752,5446363,282894,3749,9996
11757,620424,70320,256,3802
11768,4701383,327496,2191,34597
11772,1896418,164098,1024,9755
11794,7960888,263576,4101,12818
11802,27256443,1243872,22289,39447
11812,267307,38320,319,3218
11814,8505773,224650,9178,11617
11834,270395,32318,691,11866
11837,8714031,544596,5951,39937
11846,1917436,81774,1876,4442
11852,6953672,380439,11235,38839
11889,311509,16462,412,3083
11895,555686,24111,518,2846
11899,14142882,649455,10259,39830
11909,182886,4524,175,1712
11911,4570382,242113,3439,20007
11919,782519,56372,409,4507
11922,569596,59194,618,4068
11923,153830,7188,227,2392
11939,921308,33734,7531,8001
11946,429287,68899,387,9581
11949,2263164,188458,1223,12953
11950,2660766,216316,4579,7787
11955,212388,12714,138,2351
11956,7044238,491192,4419,18095
11959,3270532,145143,3931,22731
11966,2220533,106533,1143,13098
11985,5972729,298059,4026,10442
11986,3783031,215647,4328,15961
11992,633018,71187,260,3839
12007,41499487,1650015,32914,50962
12025,428379,50356,459,3792
12028,13012878,319200,12953,15435
12048,10116689,581321,6535,41584
12056,1152769,85414,876,6619
12060,168905,4648,463,947
12072,2096691,86855,1960,4602
12086,7496763,401676,12121,40730
12119,330731,16956,426,3170
12128,559202,24172,520,2853
12130,14781487,660615,10519,40162
12143,184177,4525,176,1714
12145,4685633,244527,3472,20087
12152,802642,56958,412,4554
12156,588938,60652,632,4201
12162,155147,7225,227,2399
12175,928378,34574,7655,8195
12180,444790,70298,399,9683
12182,2349806,190265,1252,13079
12185,2694726,217616,4620,7865
12188,217024,12786,141,2365
12189,7079104,491877,4431,18208
12191,3318158,146150,3965,23089
12204,4437891,123080,5799,7052
12242,53190896,1957529,41796,59046
12247,305323,12051,190,1677
12250,498167,25802,385,3110
12269,566499,60808,542,4251
12275,16594442,397717,15995,18915
12296,474297,63721,1054,9023
12301,461019,43013,1013,16146
12307,11193411,605300,6966,42684
12317,1254389,89139,955,6908
12320,186370,4811,529,963
12331,2279115,91989,2063,4766
12351,7748212,415246,12632,41721
12379,338577,17222,441,3215
12388,561752,24224,519,2854
12391,15190716,667625,10666,40359
12411,6397931,148605,8151,9032
12416,183654,18070,84,3698
12420,5427449,7578,3314,1245
12451,5809999,328827,3663,615033
12464,60668141,2111160,46810,62780
12468,604445,29460,451,3420
12473,396175,13887,227,1931
12490,675696,78429,1384,10497
12492,674347,68253,588,4544
12502,19150038,449210,18056,20788
12522,559451,50099,1216,18649
12533,11901435,618928,7235,43209
12544,1327880,91270,1017,6949
12547,200625,4935,593,986
12556,2496268,97337,2188,4971
12576,8091196,430636,13172,42729
12606,1370976,83438,1236,7576
12608,187328,28832,132,1648
12612,2077087,145760,2009,6025
12616,519244,21584,328,2948
12619,105871,2775,253,641
12646,7594333,171458,9612,10466
12647,1501226,58761,650,1403
12694,6207067,344936,3902,637002
12702,794480,84901,1523,11372
12707,66270205,2216289,50485,65453
12710,681642,31994,500,3617
12717,426871,14384,228,1995
12732,775083,73638,640,4780
12742,21383811,497085,19925,22704
12763,644190,55423,1360,20434
12774,12402856,628585,7441,43678
12786,1405403,92974,1070,7051
12792,212799,5044,660,999
12810,467649,18214,142,2159
12814,618453,40318,771,2345
12826,1042254,31110,620,3911
12827,112544,2690,210,2639
12832,1685872,87505,1433,7955
12837,2719408,168440,2661,6889
12840,230075,13927,1063,2032
12864,21982999,18589,9095,2300
12879,522822,22239,144,4234
12880,1659596,62331,714,1425
12883,8439822,185645,10445,11277
12929,6534032,353420,4070,648557
12934,881131,88797,1633,11907
12941,762582,34905,560,3828
12943,70539949,2288701,53505,67489
12952,441094,14685,236,2055
12963,867938,77453,696,4974
12974,23171453,534846,21466,24263
12993,746862,63908,1589,23009
13001,7404201,400255,12005,37457
13005,3237986,386610,3189,20852
13024,1590295,57938,810,6514
13036,907103,24829,322,2803
13048,1267193,34687,674,4241
13051,335123,16598,1316,2452
13052,127095,2902,246,2809
13056,1820934,90500,1472,8218
13057,3395960,190494,3067,7649
13078,151376,3268,297,737
13105,21989775,18600,9080,2310
13117,564530,22437,147,4286
13125,9062409,195698,10943,11957
13167,1727407,63743,722,1431
13169,6740084,359180,4167,655510
13173,951179,91325,1693,12272
13181,865934,38791,653,4097
13186,73728043,2337792,55198,69154
13192,437440,14800,237,2076
13208,9469490,439074,14118,41259
13215,4311994,432630,4414,23024
13233,1973054,65170,955,7131
13243,1136069,28200,397,3101
13261,1369053,36335,693,4385
13263,394589,18017,1533,2663
13267,129798,2947,250,2869
13270,3851617,203893,3334,8064
13271,1890538,91679,1509,8342
13290,154399,3294,298,751
13317,21992681,18604,9087,2317
13331,587184,22774,154,4335
13341,9691243,204770,11435,12522
13378,1774167,64794,740,1442
13379,6927131,364233,4261,660808
13381,1023531,93512,1745,12579
13391,1004145,43574,750,4377
13402,10618347,670455,8027,60016
13420,361159,27492,273,1100
13433,10219908,462684,15053,43243
13439,4901084,462839,4932,24060
13448,872957,37964,870,1497
13454,2182034,68649,1018,7445
13472,1058807,51027,957,2711
13476,1284175,30322,429,3321
13499,420799,18610,1618,2754
13501,1446504,37465,710,4538
13505,130704,2957,252,2878
13507,4097895,210971,3487,8371
13509,1940740,92509,1525,8407
13529,156316,3310,298,755
13552,21995771,18611,9092,2319
13570,611488,23076,159,4367
13576,10178020,211929,11823,12922
13602,1969128,84221,1363,5153
13611,3352552,231387,4381,33299
13636,12539706,698350,9528,62225
13665,542976,37101,376,1375
13686,10757322,477624,15611,44841
13701,5175924,476350,5153,24452
13736,1473295,56918,1334,1976
13749,2296350,70764,1055,7642
13765,1149742,52917,978,2763
13769,1402562,32107,456,3562
13793,441341,19016,1708,2832
13796,1494407,38272,721,4670
13810,2949734,104363,2952,6117
13831,3954048,253275,4960,36290
13844,718857,56369,395,4907
13874,13520643,713894,10159,63622
13899,648429,42742,413,1527
13926,10982209,484986,15872,45540
13934,5386945,488284,5306,24780
13958,2161016,75353,1831,2443
13980,2383243,72627,1086,7817
13997,1231253,54324,1003,2789
14003,1137759,112552,2316,11845
14008,1129652,71606,862,7428
14009,844683,75358,3382,13168
14010,671797,39646,632,5291
14041,199475,14364,186,1982
14050,3490922,116822,3558,6615
14075,4274762,264742,5327,37787
14084,797584,59167,438,5103
14124,124436,11794,110,1188
14125,14182964,722977,10590,64310
14127,1866405,115823,1039,7344
14152,714372,45876,440,1594
14177,11071853,488736,16055,45987
14187,5517387,494644,5406,24998
14204,2474694,130591,4703,15742
14230,1506720,75344,1114,8130
14236,1145981,79928,4157,14532
14237,831796,41641,755,5613
14269,239634,14916,239,2107
14284,3755443,122004,3745,6804
14307,4461735,271057,5500,38656
14316,843629,61035,460,5204
14354,2211803,121748,1112,7631
14359,15051719,736530,11229,65280
14361,138254,12244,122,1221
14380,740109,46908,453,1627
14425,3014682,135354,5701,17167
14453,1628724,76925,1199,8450
14460,1227637,82326,4399,15330
14463,883921,42715,789,5787
14501,250579,15268,276,2156
14516,3967329,127817,3902,7020
14538,4606816,276355,5639,39349
14549,886370,62515,482,5344
14581,2749390,124822,1143,7804
14589,15605938,744039,11641,65707
14590,145599,12618,130,1261
14603,6122200,378320,4633,23372
14616,808205,67563,686,15478
14636,402740,28110,316,2422
14643,793954,64157,421,1534
14651,3182259,137346,5941,17534
14665,182135,7569,471,1387
14691,1681734,77391,1230,8575
14693,1293322,84392,4540,16113
14694,917493,43374,808,5859
14735,260681,15535,294,2206
14751,4153551,132279,4024,7175
14770,4732439,280536,5780,39867
14786,907586,63174,495,5403
14830,735660,52276,516,4914
14835,7756272,418982,5559,25452
14843,1145874,83206,907,20248
14860,462412,30097,364,2523
14861,1029145,73270,638,1752
14867,325473,21576,305,6239
14890,3274832,138094,6057,17834
14904,185047,7575,470,1390
14931,1714972,77859,1254,8660
14932,1332331,85749,4690,16483
14934,940050,43811,818,5937
14973,268971,15772,303,2341
14987,4342763,137018,4155,7338
15060,8617714,442122,6052,26370
15083,1274076,89141,992,21724
15085,1165079,79533,717,1842
15091,493906,31326,380,2592
15093,360979,22667,319,6445
15117,3327436,138767,6122,18057
15137,185438,7582,469,1389
15158,1737143,78382,1267,8709
15159,1360032,86623,4767,16650
15160,961528,44257,828,5999
15205,2190504,153513,1867,16896
15222,312694,15564,837,1738
15225,904068,46849,2790,4551
15255,1039615,82617,2439,6529
15293,968516,63664,610,5678
15319,9120447,453661,6299,27007
15338,1261389,82451,750,1907
15339,1356882,92450,1030,22499
15345,517898,32201,391,2644
15347,384784,23254,334,6617
15371,3368930,139379,6183,18207
15399,3541128,231038,2581,23773
15400,9437513,773313,25408,74300
15407,1858251,178578,3780,14764
15408,2053256,53624,3418,3217
15412,1088006,73603,1100,18081
15415,1858154,121365,6306,9098
15416,186857,21456,353,2893
15422,3001573,285868,2048,17288
15426,471790,66123,679,5691
15427,370131,42672,861,4008
15430,1918996,144679,4954,14076
15442,537043,43154,966,4424
15443,640681,45793,1004,2566
15449,2248233,113952,3147,5080
15453,861932,45120,583,3699
15462,3119544,171433,2251,18353
15463,231380,7812,541,1275
15484,6069998,298684,2564,22611
15487,278207,16938,557,2155
15492,417465,17979,1048,2012
15493,1268777,56636,3480,5662
15526,658424,37406,617,2160
15540,1372708,94609,2825,7490
15579,1006825,65168,631,5824
15591,9850355,469886,6696,27814
15613,694871,45605,657,5128
15618,4478969,245056,3110,25321
15621,14198147,922661,39605,91910
15625,420951,34434,618,2455
15626,679022,23127,810,2260
15636,2585198,63233,4098,3756
15642,330862,29275,653,3455
15643,2051783,125785,7003,9398
15645,647037,77366,1021,6317
15662,872855,60525,1510,5643
15663,638703,36690,670,6125
15664,704169,48563,1097,2679
15666,2200014,153700,5437,14788
15679,2418612,120395,3344,5385
15681,995008,48739,638,3912
15691,3216170,172589,2277,18492
15699,284213,8732,583,1381
15712,6545502,308377,2696,22988
15716,295233,17619,586,2270
15724,1295613,57221,3511,5725
15725,427006,18059,1071,2040
15750,916984,43962,902,2345
15764,1437974,95923,2863,7617
15800,2525745,161121,1419,15129
15810,969104,45098,643,5556
15832,816492,47944,732,5446
15836,553268,41006,755,2813
15842,2914179,69208,4396,4113
15847,475355,38177,927,4019
15852,4206704,350326,2648,20263
15853,1284815,77516,1302,19202
15855,2159600,128635,7386,9564
15858,578864,53371,1180,4731
15861,697250,80491,1097,6439
15862,1225762,71487,1980,6474
15874,785591,53106,1173,2800
15876,661385,37165,691,6198
15891,2584768,128358,3590,5676
15897,1083860,50826,680,4043
15904,2321894,157988,5637,15077
15911,3281940,174013,2293,18575
15916,310566,9041,606,1406
15925,6911957,315543,2815,23317
15929,305367,17953,599,2334
15938,1300382,57697,3529,5786
15939,430600,18098,1077,2044
15959,1470685,96653,2886,7682
15964,973385,45249,945,2403
16013,5115516,335726,2951,20231
16016,3093629,171639,1713,16002
16040,1404675,52510,830,6629
16042,2675429,193522,5792,13510
16045,1290758,88687,11858,8970
16070,860447,48885,753,5550
16073,19813171,1060322,57446,110956
16076,5058653,251947,3260,26008
16077,619660,44527,823,3010
16084,967260,26351,993,2618
16091,4870374,386107,9811,30162
16098,3178173,74946,4566,4400
16105,566514,44075,1056,4318
16112,2238978,131152,7648,9686
16114,1308259,78011,1319,19418
16116,5004844,386313,3047,21840
16120,1413922,77162,2267,6870
16121,621834,55301,1235,4840
16125,724557,83056,1138,6536
16137,855996,56541,1235,2874
16143,679164,37621,704,6245
16151,3127973,154394,4653,6604
16159,1189529,52150,711,4123
16169,3323775,174915,2303,18638
16173,335817,9218,618,1439
16184,2426571,161006,5756,15316
16187,7287795,323777,3008,23663
16193,312628,18203,611,2364
16212,1643357,71861,1263,7258
16214,2938259,289626,3302,28384
16221,3390297,62532,1563,2685
16231,863479,56749,852,14943
16242,7016862,398090,3686,24391
16251,3376823,175914,1808,16511
16278,1596456,56361,891,7133
16280,1733369,105089,16256,11162
16282,3233733,217274,6874,14725
16314,898108,49481,768,5676
16318,21839881,1108601,61591,116927
16321,5203577,254592,3298,26174
16322,684921,47214,897,3147
16328,1039193,26977,1033,2702
16335,6001409,454563,11732,36013
16343,3384626,78812,4675,4638
16349,633939,47996,1141,4530
16355,5867208,418358,3491,23144
16357,2304120,133021,7890,9800
16359,1321085,78358,1332,19562
16361,1532746,80565,2420,7131
16364,659479,56751,1269,4899
16370,745585,84537,1170,6599
16378,929978,59895,1311,2974
16385,696022,37993,719,6298
16390,3631764,174582,5480,7365
16407,4975858,307881,3361,20634
16417,1411614,44981,1695,1773
16422,3408644,314550,3771,30636
16438,2067793,80986,1547,8306
16451,4144122,66368,1872,2825
16454,1140450,62259,1033,16388
16470,8232670,436138,4230,25783
16484,3515890,176920,1838,16657
16506,1717701,58551,926,7403
16510,1958810,112788,18729,12055
16513,3596428,229255,7461,15379
16543,929817,50068,778,5759
16548,23700350,1149313,64545,120863
16552,729175,49106,930,3189
16553,5385237,257125,3340,26309
16557,1091157,27368,1055,2771
16568,6614298,484577,12651,38566
16573,3539292,82299,4784,4868
16578,680332,50841,1216,4721
16584,7468741,444326,3945,24258
16585,2358547,134602,8098,9849
16589,1598118,82389,2514,7261
16590,1332949,78709,1337,19672
16592,687824,57782,1307,4954
16606,984090,67149,1003,4639
16621,6259111,340614,4358,22550
16634,1677523,48610,1876,1916
16644,3731655,333019,4086,31948
16657,2414103,89672,1721,9254
16670,9203123,463396,4734,26934
16674,1388040,66624,1162,17496
16676,4431555,67399,1926,2873
16712,3594344,177871,1854,16726
16726,1797063,60045,946,7636
16727,2104454,117039,20115,12529
16731,3909504,239064,8006,15880
16761,954792,50536,790,5833
16766,25327358,1188580,66754,122940
16770,757917,50263,961,3245
16772,5491733,258938,3384,26439
16777,1141665,27649,1067,2800
16786,6918637,500270,13128,39833
16792,3734141,86071,4923,5071
16797,714659,53071,1271,4870
16804,2064324,183748,1703,14742
16808,3412491,270105,4140,38193
16809,1603705,116350,996,12736
16824,1472861,109824,761,5415
16826,1287158,76775,1246,4985
16833,1563041,84827,1214,7692
16845,6875190,357233,4834,23983
16857,1855689,51192,1974,1977
16866,3936059,344576,4319,32851
16879,2713638,96036,1873,9943
16896,1597136,70124,1260,18250
16901,4603416,67437,1942,2913
16906,9957356,482703,5061,27726
16942,3663127,178624,1875,16762
16950,1860821,61264,972,7802
16952,2209516,120084,21052,12837
16954,4131456,245815,8401,16241
16988,977835,50980,801,5892
16990,26787567,1218104,68545,125130
16994,781856,51192,981,3305
16997,5605875,260926,3425,26569
17004,977623,168552,9199,21246
17008,569177,98947,4294,8477
17010,2125932,118490,3058,3608
17014,190988,28937,73,1465
17016,853268,48407,605,3353
17025,435064,19830,289,1556
17027,745997,39169,641,2842
17035,2014901,129851,1238,14016
17036,3746051,281203,4676,39215
17044,1777575,121883,865,6068
17045,1498067,85138,1365,5148
17049,1648999,86489,1493,8051
17059,7436663,371876,5156,24365
17073,1987560,52558,2036,2029
17083,4085211,353488,4493,33484
17094,2962166,101206,2001,10563
17111,1804156,73217,1354,18993
17119,5506207,67810,1954,2946
17121,10676959,498894,5326,28347
17161,3684416,178914,1887,16775
17165,1928888,62460,988,7913
17170,4306569,251086,8695,16529
17171,2299633,123075,22032,13136
17201,2981724,331480,2357,59798
17204,3258140,313330,29959,43667
17206,654611,31899,493,10051
17207,1909858,183153,12552,14823
17217,2328759,201748,2115,6099
17218,394280,37818,235,1829
17239,2251273,136804,1386,14548
